rank,logit,path
43,0.36011,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_9256.JPEG
44,0.35580,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_606.JPEG
45,0.35364,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_52414.JPEG
46,0.34677,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_13298.JPEG
47,0.34593,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_118756.JPEG
48,0.34463,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_74513.JPEG
49,0.34373,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_19127.JPEG
50,0.34121,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_20024.JPEG
51,0.34063,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3913.JPEG
52,0.33837,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_7047.JPEG
53,0.33455,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_20439.JPEG
54,0.33374,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_904.JPEG
55,0.33138,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_24838.JPEG
56,0.32706,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_23727.JPEG
57,0.32586,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_30177.JPEG
58,0.32428,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_16133.JPEG
59,0.32373,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3064.JPEG
60,0.32347,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_30018.JPEG
61,0.32068,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_10099.JPEG
62,0.32033,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_80757.JPEG
63,0.31844,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_110598.JPEG
64,0.31662,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_39978.JPEG
65,0.31553,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_33047.JPEG
66,0.31550,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_23916.JPEG
67,0.31529,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_9104.JPEG
68,0.31473,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_31228.JPEG
69,0.31433,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_32125.JPEG
70,0.31413,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_12287.JPEG
71,0.31340,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_13634.JPEG
72,0.31199,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_12898.JPEG
73,0.31085,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_27217.JPEG
74,0.30997,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_1473.JPEG
75,0.30788,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_3563.JPEG
76,0.30640,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_113895.JPEG
77,0.30441,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_2043.JPEG
78,0.30432,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_5126.JPEG
79,0.30431,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_50248.JPEG
80,0.30418,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_2678.JPEG
81,0.29928,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_28938.JPEG
82,0.29899,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_18438.JPEG
83,0.29740,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_10504.JPEG
84,0.29712,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_5779.JPEG
85,0.29685,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_8968.JPEG
86,0.29530,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_16945.JPEG
87,0.29431,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_20443.JPEG
88,0.29403,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_15185.JPEG
89,0.29347,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_73.JPEG
90,0.29309,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_966.JPEG
91,0.29249,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_44446.JPEG
92,0.29194,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_22655.JPEG
93,0.28975,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_11253.JPEG
94,0.28839,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_3169.JPEG
95,0.28837,.cache_imagenette/imagenette2-320/train/n03028079/ILSVRC2012_val_00024897.JPEG
96,0.28751,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_44775.JPEG
97,0.28686,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_53397.JPEG
98,0.28515,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_6076.JPEG
99,0.28489,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_29963.JPEG
100,0.28399,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_37817.JPEG
101,0.28300,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_2163.JPEG
102,0.28257,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_14429.JPEG
103,0.28102,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_48363.JPEG
104,0.28091,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_116744.JPEG
105,0.28082,.cache_imagenette/imagenette2-320/train/n03028079/ILSVRC2012_val_00048853.JPEG
106,0.27923,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_9425.JPEG
107,0.27883,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_21749.JPEG
108,0.27873,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_20198.JPEG
109,0.27839,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_55804.JPEG
110,0.27774,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_9873.JPEG
111,0.27638,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_53005.JPEG
112,0.27609,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_4754.JPEG
113,0.27595,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_29206.JPEG
114,0.27585,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_31015.JPEG
115,0.27582,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_2863.JPEG
116,0.27520,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_19728.JPEG
117,0.27520,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_120764.JPEG
118,0.27478,.cache_imagenette/imagenette2-320/train/n03425413/ILSVRC2012_val_00023044.JPEG
119,0.27442,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_8785.JPEG
120,0.27436,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_4754.JPEG
121,0.27380,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_39965.JPEG
122,0.27194,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_34918.JPEG
123,0.27086,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_30204.JPEG
124,0.26992,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_26457.JPEG
125,0.26971,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_24708.JPEG
126,0.26863,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_15026.JPEG
127,0.26723,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_14454.JPEG
128,0.26720,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_15483.JPEG
129,0.26680,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_9433.JPEG
130,0.26624,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_10576.JPEG
131,0.26415,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_15153.JPEG
132,0.26374,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_15278.JPEG
133,0.26319,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_11886.JPEG
134,0.26287,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_42179.JPEG
135,0.26254,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_52923.JPEG
136,0.26224,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_24109.JPEG
137,0.26178,.cache_imagenette/imagenette2-320/train/n02979186/ILSVRC2012_val_00041893.JPEG
138,0.26147,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_28537.JPEG
139,0.26147,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_17508.JPEG
140,0.26048,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_15539.JPEG
141,0.26005,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_13369.JPEG
142,0.25989,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_5725.JPEG
143,0.25938,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_28756.JPEG
144,0.25931,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_419.JPEG
145,0.25878,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_7073.JPEG
146,0.25842,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_8515.JPEG
147,0.25807,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_1893.JPEG
148,0.25801,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_30176.JPEG
149,0.25790,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_107066.JPEG
150,0.25708,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3654.JPEG
151,0.25700,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_10014.JPEG
152,0.25693,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21435.JPEG
153,0.25630,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_7635.JPEG
154,0.25603,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3159.JPEG
155,0.25483,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_6474.JPEG
156,0.25473,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_6037.JPEG
157,0.25451,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_11063.JPEG
158,0.25230,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_30278.JPEG
159,0.25204,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_28085.JPEG
160,0.25155,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_15319.JPEG
161,0.25150,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_14957.JPEG
162,0.25138,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_13573.JPEG
163,0.25130,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_15213.JPEG
164,0.25124,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_4414.JPEG
165,0.25055,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_77417.JPEG
166,0.25017,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_25956.JPEG
167,0.24970,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_9755.JPEG
168,0.24948,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_27155.JPEG
169,0.24948,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3839.JPEG
170,0.24850,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_13353.JPEG
171,0.24849,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_24124.JPEG
172,0.24838,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_1985.JPEG
173,0.24835,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_24254.JPEG
174,0.24674,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_8108.JPEG
175,0.24663,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_484.JPEG
176,0.24632,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_14015.JPEG
177,0.24597,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_16077.JPEG
178,0.24536,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3375.JPEG
179,0.24410,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_46709.JPEG
180,0.24371,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_4167.JPEG
181,0.24367,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_1198.JPEG
182,0.24270,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_7365.JPEG
183,0.24221,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_8449.JPEG
184,0.24160,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_33663.JPEG
185,0.23971,.cache_imagenette/imagenette2-320/train/n02979186/ILSVRC2012_val_00002034.JPEG
186,0.23939,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_12705.JPEG
187,0.23895,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3677.JPEG
188,0.23853,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_4598.JPEG
189,0.23641,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_15527.JPEG
190,0.23596,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_4794.JPEG
191,0.23586,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_30979.JPEG
192,0.23572,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_8709.JPEG
193,0.23554,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_16477.JPEG
194,0.23488,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_37544.JPEG
195,0.23488,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_7848.JPEG
196,0.23469,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_27139.JPEG
197,0.23390,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_237.JPEG
198,0.23317,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_13216.JPEG
199,0.23247,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_11955.JPEG
200,0.23203,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_16194.JPEG
201,0.23188,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_29449.JPEG
202,0.23158,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_2859.JPEG
203,0.23138,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_51893.JPEG
204,0.23112,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_34763.JPEG
205,0.23100,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_3873.JPEG
206,0.23085,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_28595.JPEG
207,0.23039,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_20167.JPEG
208,0.22938,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_10419.JPEG
209,0.22934,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_26963.JPEG
210,0.22879,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_14558.JPEG
211,0.22854,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_14098.JPEG
212,0.22820,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_38969.JPEG
213,0.22815,.cache_imagenette/imagenette2-320/train/n03425413/ILSVRC2012_val_00013436.JPEG
214,0.22813,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_16013.JPEG
215,0.22737,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_19405.JPEG
216,0.22715,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_44153.JPEG
217,0.22703,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_6545.JPEG
218,0.22692,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_24139.JPEG
219,0.22648,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_36449.JPEG
220,0.22647,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_59507.JPEG
221,0.22608,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_229.JPEG
222,0.22605,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_1876.JPEG
223,0.22503,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_55377.JPEG
224,0.22489,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_28295.JPEG
225,0.22377,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_13075.JPEG
226,0.22332,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3228.JPEG
227,0.22314,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_25509.JPEG
228,0.22270,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_36667.JPEG
229,0.22251,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_10717.JPEG
230,0.22243,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_14554.JPEG
231,0.22231,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_2088.JPEG
232,0.22200,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_33006.JPEG
233,0.22162,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_28838.JPEG
234,0.22152,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_17435.JPEG
235,0.22139,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_9758.JPEG
236,0.22129,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_14953.JPEG
237,0.22084,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_19039.JPEG
238,0.22075,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_14336.JPEG
239,0.22062,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_1784.JPEG
240,0.21948,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21654.JPEG
241,0.21860,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_44089.JPEG
242,0.21855,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_2387.JPEG
243,0.21846,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_15546.JPEG
244,0.21843,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_15747.JPEG
245,0.21822,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_13366.JPEG
246,0.21801,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_11864.JPEG
247,0.21756,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_76427.JPEG
248,0.21738,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_11578.JPEG
249,0.21717,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_32118.JPEG
250,0.21683,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_17453.JPEG
251,0.21676,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_40265.JPEG
252,0.21675,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_4656.JPEG
253,0.21661,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_1469.JPEG
254,0.21615,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_22845.JPEG
255,0.21609,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_4086.JPEG
256,0.21555,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_19206.JPEG
257,0.21536,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_2836.JPEG
258,0.21491,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_35465.JPEG
259,0.21481,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_17715.JPEG
260,0.21467,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_19097.JPEG
261,0.21447,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_14058.JPEG
262,0.21440,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21278.JPEG
263,0.21385,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_37563.JPEG
264,0.21364,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_23987.JPEG
265,0.21356,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_14719.JPEG
266,0.21326,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_2616.JPEG
267,0.21198,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_7076.JPEG
268,0.21196,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_8875.JPEG
269,0.21152,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21185.JPEG
270,0.21145,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_2074.JPEG
271,0.21145,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_8599.JPEG
272,0.21129,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_56388.JPEG
273,0.21079,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_3207.JPEG
274,0.20986,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_16203.JPEG
275,0.20969,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_2634.JPEG
276,0.20919,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_56168.JPEG
277,0.20911,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_13597.JPEG
278,0.20893,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_99515.JPEG
279,0.20870,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_24899.JPEG
280,0.20841,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_9969.JPEG
281,0.20838,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_46967.JPEG
282,0.20787,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_26859.JPEG
283,0.20768,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_12389.JPEG
284,0.20767,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_9538.JPEG
285,0.20765,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_16193.JPEG
286,0.20713,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_36695.JPEG
287,0.20655,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_16437.JPEG
288,0.20640,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_48686.JPEG
289,0.20617,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_1176.JPEG
290,0.20601,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_14857.JPEG
291,0.20576,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_29306.JPEG
292,0.20571,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21137.JPEG
293,0.20559,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_28107.JPEG
294,0.20526,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_16328.JPEG
295,0.20512,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_6049.JPEG
296,0.20484,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_1404.JPEG
297,0.20459,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_16515.JPEG
298,0.20457,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_6767.JPEG
299,0.20449,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_28753.JPEG
300,0.20441,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_15558.JPEG
301,0.20415,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_508.JPEG
302,0.20398,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_30576.JPEG
303,0.20391,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_13225.JPEG
304,0.20365,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_15725.JPEG
305,0.20350,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_9386.JPEG
306,0.20342,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_15188.JPEG
307,0.20279,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_4479.JPEG
308,0.20249,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_13928.JPEG
309,0.20239,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_18097.JPEG
310,0.20160,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_10517.JPEG
311,0.20124,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_2437.JPEG
312,0.20083,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_5817.JPEG
313,0.20075,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_40167.JPEG
314,0.20045,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_40359.JPEG
315,0.20040,.cache_imagenette/imagenette2-320/train/n03028079/ILSVRC2012_val_00004939.JPEG
